31.0,7.0,435.0,6.0,208.0,1453.0,1834.0,5.0,17.0,17.0,126.0,126.0,13.0,430.0,1221.0,4.0,683.0,3.0,15.0,20.0,7.0,1735.0,2640.0,5.0,2783.0,3211.0,13.0,430.0,1221.0,4.0,683.0,3.0,15.0,35.0,7.0,363.0,8.0,210.0,6.0,98.0,6.0,38.0,2491.0,49.0,34.0,7.0,376.0,2729.0,735.0,1490.0,998.0,12.0,1735.0,8.0,50.0,4.0,1496.0,336.0,14.0,669.0,6.0,207.0,6.0,1490.0,1755.0,57.0,23.0,589.0,100.0,1370.0,159.0,3.0,872.0,12.0,1515.0,286.0,8.0,90.0,1259.0,93.0,0.0
31.0,7.0,106.0,3511.0,6.0,1047.0,29.0,3563.0,746.0,17.0,131.0,315.0,13.0,776.0,541.0,19.0,349.0,119.0,3.0,15.0,27.0,20.0,7.0,195.0,1544.0,40.0,2321.0,3210.0,29.0,101.0,120.0,641.0,57.0,13.0,151.0,118.0,3.0,15.0,27.0,35.0,7.0,59.0,28.0,109.0,8.0,573.0,6.0,264.0,22.0,6.0,38.0,3900.0,115.0,34.0,7.0,3243.0,16.0,424.0,17.0,691.0,56.0,144.0,45.0,184.0,1865.0,5.0,1243.0,270.0,3.0,140.0,33.0,12.0,195.0,1544.0,40.0,2321.0,3210.0,8.0,172.0,245.0,0.0
30.0,1463.0,9.0,37.0,201.0,26.0,1302.0,9.0,1836.0,11.0,485.0,61.0,1091.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,86.0,66.0,165.0,32.0,519.0,21.0,548.0,1902.0,6.0,14.0,4.0,2142.0,10.0,292.0,335.0,155.0,26.0,267.0,193.0,231.0,121.0,826.0,931.0,6.0,3691.0,90.0,1146.0,1042.0,5.0,4.0,2793.0,760.0,331.0,5.0,572.0,4.0,81.0,4.0,2089.0,4.0,6.0,2882.0,18.0,664.0,6.0,39.0,45.0,955.0,103.0,65.0,2269.0,3.0,30.0,135.0,4.0,853.0,6.0,626.0,2357.0,17.0,14.0,386.0,18.0,68.0,32.0,184.0,395.0,600.0,24.0,1299.0,26.0,5.0,368.0,166.0,23.0,1572.0,61.0,5.0,3829.0,1.0
2300.0,9.0,198.0,8.0,243.0,4.0,245.0,9.0,23.0,299.0,4.0,24.0,16.0,1887.0,25.0,21.0,273.0,5.0,616.0,76.0,211.0,366.0,68.0,2164.0,209.0,23.0,21.0,481.0,396.0,6.0,98.0,11.0,16.0,4.0,1860.0,463.0,37.0,5.0,2795.0,3.0,326.0,171.0,203.0,3388.0,241.0,754.0,204.0,853.0,133.0,3.0,1394.0,1283.0,17.0,2471.0,3010.0,10.0,5.0,487.0,66.0,366.0,18.0,2260.0,4.0,6.0,474.0,3.0,1149.0,493.0,7.0,1311.0,13.0,430.0,3.0,15.0,3.0,51.0,5.0,1025.0,161.0,45.0,0.0
31.0,7.0,2082.0,1555.0,29.0,835.0,13.0,2834.0,19.0,751.0,3.0,15.0,27.0,20.0,7.0,230.0,13.0,2834.0,3.0,15.0,35.0,7.0,481.0,8.0,239.0,6.0,98.0,6.0,38.0,2701.0,49.0,34.0,7.0,5.0,2272.0,25.0,14.0,1306.0,6.0,242.0,82.0,179.0,4.0,1193.0,76.0,65.0,10.0,781.0,59.0,454.0,11.0,2082.0,1555.0,77.0,10.0,781.0,6.0,951.0,11.0,44.0,1271.0,25.0,14.0,1306.0,6.0,242.0,3.0,20.0,301.0,16.0,2218.0,185.0,56.0,566.0,8.0,1265.0,14.0,4.0,146.0,10.0,1.0
132.0,2306.0,45.0,63.0,53.0,2095.0,57.0,252.0,158.0,5.0,2468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
545.0,981.0,40.0,258.0,130.0,752.0,7.0,205.0,9.0,403.0,43.0,60.0,19.0,215.0,263.0,270.0,475.0,812.0,8.0,1629.0,457.0,277.0,788.0,295.0,3.0,1567.0,216.0,210.0,126.0,133.0,3.0,132.0,817.0,171.0,131.0,204.0,8.0,2690.0,376.0,786.0,3.0,136.0,551.0,76.0,1315.0,712.0,270.0,184.0,57.0,7.0,204.0,1614.0,598.0,514.0,203.0,80.0,534.0,204.0,256.0,2969.0,19.0,211.0,3.0,48.0,2435.0,19.0,171.0,814.0,488.0,10.0,437.0,111.0,3.0,824.0,189.0,165.0,3.0,15.0,33.0,73.0,0.0
97.0,1255.0,23.0,3105.0,274.0,256.0,89.0,10.0,204.0,495.0,686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31.0,7.0,40.0,2312.0,2557.0,129.0,0.0,2803.0,29.0,73.0,320.0,102.0,432.0,13.0,151.0,118.0,3.0,15.0,27.0,20.0,7.0,5.0,300.0,4.0,182.0,3693.0,13.0,151.0,118.0,3.0,15.0,35.0,7.0,391.0,109.0,8.0,553.0,6.0,264.0,22.0,6.0,38.0,1781.0,72.0,34.0,7.0,1130.0,1237.0,3060.0,63.0,14.0,4.0,819.0,1416.0,3.0,75.0,3021.0,1324.0,10.0,877.0,331.0,24.0,17.0,366.0,301.0,16.0,522.0,1067.0,744.0,3.0,20.0,288.0,83.0,265.0,8.0,96.0,36.0,39.0,116.0,789.0,1.0
